sent_A,sent_B,category,label
"Pasar muda-mudi yang amat baik merupakan ujian untuk produk-produk elektronik konsumen yang baru , di mana gaya dan fungsinya ditentukan oleh pengguna Jepang , sebelum dipertimbangkan untuk diedarkan ke seluruh dunia .",Pemuda Jepang gemar menciptakan trend baru dan kegemaran mengikut gaya mereka mempengaruhi mode dan trend seluruh dunia .,budaya,NotEntail
"Dia dikuburkan di taman pemakaman umum Karet Bivak , Jakarta , dan sudah diziarihi oleh ribuan pemujanya dari jaman ke jaman .","Dia dikuburkan di KUBURAN KARET BIVAK ( JAKARTA ) , dan sudah diziarihi oleh ribuan pemujanya dari zaman ke zaman .",sedikit perbaikan ejaan dan kode wiki,Entail_or_Paraphrase
"Elektron memiliki banyak aplikasinya dalam teknologi modern , misalnya dalam mikroskop elektron , terapi radiasi , dan pemercepat partikel .","Elektron memiliki banyak kegunaan dalam teknologi modern , misalnya dalam mikroskop elektron , terapi radiasi , dan pemercepat partikel .",copyedit,Entail_or_Paraphrase
Sepupu nya bernama Indra hendrawan .,Sepupu nya bernama Andre irengtupang .,masa kecil,NotEntail
"Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Republik Rakyat Cina dan daerah-daerah lain yang pernah dipengaruhi budayanya .","Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Tiongkok , dan daerah-daerah lain yang pernah dipengaruhi budayanya .",robot cosmetic changes,Entail_or_Paraphrase
"Pada tahun 1947 , Perserikatan Bangsa-Bangsa ( PBB ) , sebagai penerus LBB , memutuskan untuk membagi wilayah Mandat Britania atas Palestina , tetapi hal ini ditentang keras oleh negara-negara Timur Tengah lainnya dan banyak negeri-negeri Muslim .","Pada tahun 1947 , Perserikatan Bangsa-Bangsa memutuskan untuk membagi wilayah Mandat Britania atas Palestina , tetapi hal ini ditentang keras oleh negara-negara Timur Tengah lainnya dan banyak negeri-negeri Muslim .",sejarah,Entail_or_Paraphrase
Kemunculan pertama Winston Churchill merupakan sebagai wartawan perang dalam Perperangan Anglo-Boer yang kedua antara British dengan mereka yang mengelarkan diri mereka sebagai Afrikaaners di Afrika Selatan .,Kemunculan pertama Winston Churchill merupakan sebagai wartawan perang dalam Perang Anglo-Boer yang kedua antara British dengan mereka yang mengelarkan diri mereka sebagai Afrikaaners di Afrika Selatan .,melayu gt indo foto,Entail_or_Paraphrase
"Pada suatu malam rajapun bermimpi bertemu dengan seorang tua yang berkata bahwa di sebuah pulau yang bernama Madu Oro ( Lemah Duro = Madura ) terdapat anak muda bernama Raden Segoro , raja disuruh minta pertolongan kepada Raden Segoro bila ingin menang perang .","Pada suatu malam rajapun bermimpi bertemu seorang tua yang berkata bahwa di sebuah pulau yang bernama Madu Oro ( Lemah Duro = Madura ) terdapat anak muda bernama Raden Segoro , raja disuruh minta pertolongan kepada Raden Segoro bila ingin menang perang .",babad madura,Entail_or_Paraphrase
"Bulan Oktober 1898 , Churchill telah kembali ke Inggris dan mulai menulis buku The River War yang diterbitkan dalam dua volume di tahun berikutnya .","Bulan Oktober 1898 , Churchill telah kembali ke Inggris dan mulai menulis buku The River War yang diterbitkan dalam dua volume pada tahun berikutnya .",bot penggantian teks otomatis di tahun pada tahun,Entail_or_Paraphrase
"Pada tahun 1950-an dan 1960-an , pemerintahan Soekarno mulai mengikuti sekaligus merintis gerakan non-blok pada awalnya , kemudian menjadi lebih dekat dengan blok sosialis , misalnya Republik Rakyat Cina dan Yugoslavia .","Pada tahun 1950-an dan 1960-an , pemerintahan Soekarno mulai mengikuti gerakan non-blok pada awalnya dan kemudian dengan blok sosialis , misalnya Republik Rakyat Cina dan Yugoslavia .",sejarah,Entail_or_Paraphrase
"Provinsi dibagi menjadi 403 kabupaten dan 98 kota yang dibagi lagi menjadi kecamatan dan lagi menjadi kelurahan , desa , gampong , kampung , nagari , pekon , atau istilah lain yang diakomodasi oleh Undang-Undang Republik Indonesia Nomor 32 Tahun 2004 tentang Pemerintahan Daerah .",Provinsi dibagi menjadi 403 kabupaten dan 98 kota atau 6698 daerah setingkat kecamatan atau 81308 daerah setingkat desa .,curi klaim dan wikifikasi,NotEntail
"Karena itu pula , virus tidak dapat disaring dengan penyaring bakteri .",Karena itu virus tidak dapat disaring dengan penyaring bakteri .,merapikan,Entail_or_Paraphrase
Matematika praktis telah menjadi kegiatan manusia sejak adanya rekaman tertulis .,Matematika praktis mewujud dalam kegiatan manusia sejak adanya rekaman tertulis .,kalimat kalimat saya perbaiki agar nuansanya dengan konteks matematika lebih tepat,Entail_or_Paraphrase
"Istilah biologi dalam pengertian modern kelihatannya diperkenalkan secara terpisah oleh Gottfried Reinholdus Suryo Santoso Susmito Adrianus Andre Santologi Prekariotoko jilokinomung Treviranus ( Biologie oder Philosophie der lebenden Natur , 1802 ) dan Jean-Baptiste Lamarck ( Hydrogéologie , 1802 ) .","Istilah biologi dalam pengertian modern kelihatannya diperkenalkan secara terpisah oleh Gottfried Reinhold Treviranus ( Biologie oder Philosophie der lebenden Natur , 1802 ) dan Jean-Baptiste Lamarck ( Hydrogéologie , 1802 ) .",awal mula istilah biologi,Entail_or_Paraphrase
"Parlemen Timor Timur hanya terdiri dari satu kamar saja dan disebut Parlamento Nacional , di mana anggotanya dipilih untuk masa jabatan selama lima tahun .","Parlemen Timor-Leste hanya terdiri dari satu kamar saja dan disebut Parlamento Nacional , di mana anggotanya dipilih untuk masa jabatan selama lima tahun .",infobox pranala luar,Entail_or_Paraphrase
"Pengiriman tenaga kerja Jawa ke Korea , Hong Kong , serta beberapa negara Timur Tengah juga memperluas wilayah sebar pengguna bahasa Jawa .",Bahasa Jawa telah dikenal di berbagai belahan dunia .,penyebaran bahasa jawa,Entail_or_Paraphrase
"Winston Churchill adalah keturunan dari keluarga Churchill pertama yang sangat dikenal luas oleh masyarakat , John Churchill , Duke Marlborough pertama .","Winston Churchill adalah keturunan dari keluarga Churchill pertama yang dikenal luas , John Churchill , Duke Marlborough pertama .",masa kecil,Entail_or_Paraphrase
"Seluruh anggota MPR adalah anggota DPR , ditambah dengan anggota DPD ( Dewan Perwakilan Daerah ) .",Anggota DPR dan DPD dipilih melalui pemilu dan dilantik dalam masa jabatan lima tahun .,politik ref,NotEntail
"Puisi terakhir Chairil Anwar berjudul Cemara Menderai Sampai Jauh , ditulis pada tahun 1949 , sedangkan karyanya yang paling terkenal berjudul Aku dan Krawang Bekasi .","Puisi terakhir Chairil berjudul Cemara Menderai Sampai Jauh , sedangkan karyanya yang paling terkenal berjudul Aku dan Krawang Bekasi .",anwar → chairil sebagaimana lazimnya bahasa indonesia,Entail_or_Paraphrase
"Ada berbagai macam corak musik Dangdut , antara lain : Dangdut Melayu , Dangdut Asli ( Dangdut masa kini ) , dan Dangdut Pesisir ( Lagu dangdut tradisional Jawa , Sunda , dll ) .","Ada berbagai macam musik Dangdut , antara lain : Dangdut Melayu , Dangdut Asli ( Dangdut masa kini ) , dan Dangdut Pesisir ( Lagu dangdut tradisional Jawa , Sunda , dll ) .",budaya,Entail_or_Paraphrase
Jangan cantumkan bahan yang dilindungi hak cipta tanpa seizin pemiliknya .,Silahkan baca selengkapnya dalam bahasa Inggris .,menggunakan bak pasir,NotEntail
"Dalam budaya Kalimantan karakter naga biasanya disandingkan dengan karakter enggang gading , yang melambangkan keharmonisan dunia atasa dan dunia bawah .",Orang yang sama juga telah membuat tulisan yang menyinggung etnis Melayu .,budaya,NotEntail
"Stasiun televisi termasuk sepuluh stasiun televisi swasta nasional , dan jaringan daerah yang bersaing dengan stasiun televisi negeri TVRI .","Stasiun televisi termasuk 14 stasiun televisi swasta nasional , dan jaringan daerah yang bersaing dengan stasiun televisi negeri TVRI .",curi klaim dan wikifikasi,NotEntail
Kejadian tersebut akhirnya patih Kerajaan Medangkamulan minta ampun kepada Raden Segoro dan ibunya .,Ibu Raden Segoro selanjutnya memanggil Kyai Poleng .,babad madura,NotEntail
"Beberapa milisekon setelah Big Bang , temperatur alam semesta lebih dari 10 milyar kelvin dan foton memiliki energi rata-rata lebih dari satu juta elektronvolt .","Beberapa milidetik setelah Big Bang , temperatur alam semesta lebih dari 10 milyar kelvin dan foton memiliki energi rata-rata lebih dari satu juta elektronvolt .",pembentukan copyedit,Entail_or_Paraphrase
"Ayahnya bernama Toeloes , yang bekerja sebagai pamongpraja .","Ayahnya bernama Toeloesukimin , yang bekerja sebagai mucikari .",masa kecil,NotEntail
"Penduduk Jawa yang memiliki kesenangan merantau , membuat bahasa Jawa bisa ditemukan di berbagai daerah bahkan di luar negeri .","Penduduk Jawa yang merantau , membuat bahasa Jawa bisa ditemukan di berbagai daerah bahkan di luar negeri .",penyebaran bahasa jawa,Entail_or_Paraphrase
"Antropologi berasal dari kata Yunani anthropos yang berarti manusia atau orang , dan logos yang berarti wacana ( dalam pengertian bernalar , berakal ) .","Antropologi berasal dari kata Yunani anthropos yang berarti manusia atau orang , dan logos yang berarti ilmu .",pengertian,Entail_or_Paraphrase
Matematika diskret adalah nama lazim untuk lapangan matematika yang paling berguna di dalam ilmu komputer teoretis .,Matematika diskret adalah nama lazim untuk lapangan matematika yang paling berguna di dalam ilmu komputer .,perbaikan pranala,Entail_or_Paraphrase
Muncul kekuatan baru yang menyebut dirinya Orde Baru yang segera menuduh Partai Komunis Indonesia sebagai otak di belakang kejadian ini dan bermaksud menggulingkan pemerintahan yang sah serta mengganti ideologi nasional menjadi berdasarkan paham sosialis-komunis .,Muncul kekuatan baru yang menyebut dirinya Orde Baru yang segera menuduh Partai Komunis Indonesia sebagai otak di belakang kejadian ini dan bermaksud menggulingkan pemerintahan yang sah serta mengganti ideologi nasional berdasarkan paham sosialis-komunis .,sejarah,Entail_or_Paraphrase
"Pada awal abad 17 , DHIMAS WIDYANANDA membuka penggunaan eksperimen untuk memastikan kebenaran teori fisika , yang merupakan kunci dari metode sains .","Pada awal abad 17 , Galileo membuka penggunaan eksperimen untuk memastikan kebenaran teori fisika , yang merupakan kunci dari metode sains .",menolak perubahan teks terakhir oleh istimewa kontribusi pengguna 36 81 145 231 36 81 145 231 dan mengembalikan revisi 8297522 oleh agungaprian vandal,NotEntail
"Akar kata Semitik untuk nama bang inin kadang dianggap s-l-m yang berarti damai , kerukunan atau kesempurnaan .","Akar kata Semitik untuk nama Yerusalem kadang dianggap s-l-m yang berarti damai , kerukunan atau kesempurnaan .",etimologi,NotEntail
"Majelis Permusyawaratan Rakyat ( MPR ) pernah menjadi lembaga tertinggi negara , namun setelah amandemen ke-4 MPR bukanlah lembaga tertinggi lagi , dan komposisi keanggotaannya juga berubah .","MPR pernah menjadi lembaga tertinggi negara , namun setelah amandemen ke-4 MPR bukanlah lembaga tertinggi lagi , dan komposisi keanggotaannya juga berubah .",politik dan pemerintahan perbaiki hilangkan reduplikasi,Entail_or_Paraphrase
"Kebanyakan prokariota merupakan organisme uniselular dengan sel berukuran kecil ( dengan diameter 0,7–2,0 µm dan volume sekitar 1 µm ) serta umumnya terdiri dari selubung sel , membran sel , sitoplasma , nukleoid , dan beberapa struktur lain .","Kebanyakan sel prokariota berukuran kecil ( dengan diameter 0,7–2,0 µm dan volume sekitar 1 µm ) serta terdiri dari selubung sel , membran sel , sitoplasma , nukleoid , dan beberapa struktur lain .",sel prokariota koreksi,Entail_or_Paraphrase
Antropologi mempelajari manusia sebagai makhluk biologis sekaligus makhluk sosial .,Antropologi berarti ilmu yang memelajari manusia .,penjelasan yang lebih baik mengenai apa itu antropologi dan percabangannya,Entail_or_Paraphrase
"Sebuah daftar baru berisi tujuh masalah penting , berjudul Masalah Hadiah Milenium , diterbitkan pada 2000 .","Sebuah daftar baru berisi tujuh masalah penting , berjudul Masalah Hadiah Milenium yang diterbitkan pada 2000 .",perbaikan pranala,Entail_or_Paraphrase
Wales merupakan sebuah negara konstituen atau bagian dari negara resmi Britania Raya .,Wales merupakan sebuah negara bagian Britania Raya .,improve,Entail_or_Paraphrase
Asam deoksiribonukleat atau lebih dikenal dengan singkatan DNA ( bahasa Inggris : deoxyribonucleic acid ) adalah sejenis asam nukleat yang tergolong biomolekul utama penyusun berat kering setiap organisme .,"Asam deoksiribonukleat , lebih dikenal dengan DNA ( bahasa Inggris : deoxyribonucleic acid ) , adalah sejenis asam nukleat yang tergolong biomolekul utama penyusun berat kering setiap organisme .",kategori,Entail_or_Paraphrase
"Dalam pola keturunan dan pewarisan adat , suku Minang menganut pola matrilineal , yang mana hal ini sangatlah berlainan dari mayoritas budaya manusia yang menganut pola patrilineal .","Dalam pola keturunan dan pewarisan adat , suku Minang menganut pola matrilineal , yang mana hal ini sangatlah berlainan dari mayoritas masyarakat dunia menganut pola patrilineal .",copyedit,Entail_or_Paraphrase
Anak sebaiknya menjalani tirah baring .,Anak sebaiknya menjalani istirahat .,pengobatan,Entail_or_Paraphrase
Sepertinya sulit untuk mendapatkan pendapatan devisa yang besar di timor gap karena Australia telah mengiming - imingi Timor-leste dengan pengelolaanya dan Australia mendapatkan hasil eksploitasinya sebesar 80 % dan sisanya dierikan ke Timor-Leste .,Timor-Leste mengharapkan bisa mengeksploatasi minyak bumi di Timor Gap .,ekonomi hapus komentar pribadi,NotEntail
Jawa adalah pulau terpadat di dunia yang terletak di Indonesia .,Jawa adalah nama sebuah pulau di Indonesia .,standar subjudul,Entail_or_Paraphrase
"Biasanya partikel ini terdiri atas susunan asam nukleat ( bisa berupaDNA atau RNA , tetapi tidak kombinasi keduanya ) yang dilindungi bahan pelindung sejenis protein , terdiri atas protein , lipid , glikoprotein , atau kombinasi ketiganya .","Biasanya virus mengandung sejumlah kecil asam nukleat ( DNA atau RNA , tetapi tidak kombinasi keduanya ) yang diselubungi semacam bahan pelindung yang terdiri atas protein , lipid , glikoprotein , atau kombinasi ketiganya .",merapikan,Entail_or_Paraphrase
Luas wilayah adalah 2.175.000 km dan merupakan pulau terbesar di dunia .,Luas wilayah adalah 2.166.086 km² dan merupakan pulau terbesar di dunia .,prnl luar sunting tabel update,NotEntail
Ia memotong kayu-kayu di hutan dan dibawa ke pantai dirakit menjadi ghitek ( jawa=getek ) .,"Iapun merubah pakaiannya yaitu memakai kain , baju , dan ikat kepala dari kain poleng .",babad madura,NotEntail
Ia lulus dari Akademi Militer Kerajaan di Kairo pada 1938 dan ditempatkan di Korps Isyarat .,Ia lulus dari ITB di Jakarta pada 2005 dan ditempatkan di Korps Isyarat .,latar belakang,NotEntail
"Satu hal baik dari reformasi sejalan dengan mundurnya Suharto adalah mundurnya TNI dari parlemen setelah bubarnya Dwi Fungsi ABRI , walaupun pengaruh militer dalam bernegara masih tetap kuat .","Berkekuatan 400.000 prajurit aktif , memiliki anggaran 4 % dari GDP pada tahun 2006 , tetapi terdapat kontroversi bahwa ada sumber-sumber dana dari kepentingan-kepentingan komersial dan yayasan-yayasan yang dilindungi oleh militer .",kolonialisme merapikan,NotEntail
